Id,SalePrice
1664,421007.9064344113
1665,306809.06421061605
1666,326070.2461119921
1667,320120.2308867162
1668,319929.9496344425
1669,286797.7504048313
1670,329180.4195649279
1671,265296.89036427264
1672,494523.78417834244
1673,283380.64134913957
1674,257808.81434574528
1675,180835.1121224976
1676,186056.98716200033
1677,211309.4299285567
1678,455481.48743634677
1679,387538.98710336036
1680,289293.40469533805
1681,223849.73725233763
1682,304888.4076892662
1683,185579.01714223126
1684,174101.0533454569
1685,173936.28330116294
1686,166997.91360640642
1687,171470.14856827562
1688,187444.2169505586
1689,189824.66931005556
1690,185959.91790063662
1691,177704.3301492579
1692,259114.62710350534
1693,170990.14771603607
1694,182853.71121426966
1695,171488.80978316875
1696,270836.38123535446
1697,173805.76971167527
1698,322963.0230723292
1699,346851.9674048659
1700,243172.9473033682
1701,263373.1793350663
1702,254277.00760537406
1703,260191.44066992129
1704,284983.6825684995
1705,208124.52640582097
1706,434967.40493869176
1707,224741.14615877738
1708,217750.0026128568
1709,277201.76638354245
1710,227874.80945829424
1711,272915.22658529197
1712,246241.76825507884
1713,254873.30077865376
1714,228961.36056184978
1715,199504.6214196551
1716,171430.12311346704
1717,162640.47652700442
1718,138865.98472793988
1719,208231.9542089033
1720,256460.64122431734
1721,163802.71736861786
1722,137944.1562779501
1723,154252.47717432491
1724,208907.7584885225
1725,239584.40817540482
1726,180437.73629311527
1727,163314.9038353606
1728,187440.8163542475
1729,165608.08619966885
1730,159572.9510074573
1731,122197.59393630206
1732,129124.71763717581
1733,120520.58456895927
1734,127354.2254476195
1735,129064.25866067554
1736,115731.02209526705
1737,354165.33492519334
1738,210388.36790295166
1739,286182.0036086466
1740,180434.2915529324
1741,164631.76036799193
1742,168685.5290777798
1743,174006.49787079223
1744,290109.0521329367
1745,241039.03324833926
1746,221908.18040872182
1747,229261.14124328207
1748,196129.0496559359
1749,162483.08074653117
1750,148025.43604687756
1751,246943.5717418841
1752,119558.31322109471
1753,141725.44243092326
1754,217918.72824563037
1755,170611.313022893
1756,119263.84249818475
1757,115767.25936628794
1758,141952.47210231028
1759,171074.26487045723
1760,160048.9019836429
1761,154254.24260129873
1762,171475.53125937848
1763,169813.88575768739
1764,118583.1261372603
1765,160507.92327922562
1766,174988.48966205274
1767,200822.89412495118
1768,140613.14363034774
1769,181780.8230527313
1770,138871.10515753692
1771,137634.5322195713
1772,139832.29091544577
1773,137943.25560625643
1774,128948.76536219374
1775,132951.07026512496
1776,115102.58176345419
1777,105891.17430786208
1778,129395.1938249704
1779,113241.05746430418
1780,177294.2446238536
1781,127427.76100323687
1782,99576.20132098229
1783,131644.10070169187
1784,93583.30612544
1785,110903.71210985165
1786,142812.9662471112
1787,162216.86938802808
1788,72583.12196565834
1789,87935.56151867693
1790,89059.88031532866
1791,163840.53480470114
1792,154128.64898319976
1793,127315.53300400174
1794,139117.23917206266
1795,138205.57262835497
1796,117915.04438036273
1797,112763.5235588646
1798,123859.8072026952
1799,111300.68157226636
1800,123563.9014904594
1801,126731.36889954218
1802,148080.12637989075
1803,150619.44891412495
1804,141664.08039176487
1805,131724.75988060556
1806,119099.95007526706
1807,145761.84094078888
1808,120168.4603757736
1809,124321.26987649954
1810,142456.51802572142
1811,105836.38022093948
1812,113010.87028150045
1813,124884.43455048761
1814,96951.21175417039
1815,66107.94555496586
1816,99174.04231963475
1817,114507.43622973732
1818,128453.4511638301
1819,117383.96824706502
1820,77230.80323895473
1821,122222.27792112374
1822,140154.26133270373
1823,62645.553836774016
1824,130172.05278764917
1825,134409.37747934827
1826,99852.05662506103
1827,108469.11654783321
1828,135405.007083738
1829,103112.99827502541
1830,138141.80085176905
1831,170016.83459614942
1832,108328.71027662374
1833,138443.82905540284
1834,130789.24797517303
1835,172820.68510138209
1836,119970.81345130861
1837,98764.68965960029
1838,129355.92925127462
1839,86817.05228388713
1840,166229.93016433605
1841,146936.43026338896
1842,83958.39125343895
1843,138720.8623191953
1844,130445.44914140207
1845,139424.4949310472
1846,151438.06363471792
1847,148499.2944813232
1848,68058.47308310187
1849,117698.62646585278
1850,128162.83235512605
1851,139778.42292389128
1852,127035.74087467165
1853,132076.26121358565
1854,179290.60185358548
1855,153432.58636957844
1856,215446.37776277334
1857,157340.83793620436
1858,134345.1310370631
1859,121025.26826712948
1860,150137.85272937902
1861,120811.02750787312
1862,289690.39072719263
1863,288269.29025414726
1864,288269.29025414726
1865,312275.786571727
1866,324441.95776170964
1867,243983.67673260835
1868,276619.9303893758
1869,195190.09768818296
1870,240834.9547401344
1871,263016.3532592858
1872,173924.48462752675
1873,218904.78075422195
1874,139784.03194968853
1875,215049.77847565955
1876,188487.96668359588
1877,208096.08461519206
1878,204969.71245232303
1879,131582.1636715976
1880,135127.10405406012
1881,246790.53239892417
1882,262232.44603067584
1883,204344.03745338466
1884,219696.20274659334
1885,233581.43531966576
1886,275830.4701386447
1887,202672.44258677875
1888,273793.9004394883
1889,164521.9176902453
1890,130342.10924888839
1891,137850.83577782696
1892,109201.4775572391
1893,130477.82632956153
1894,128254.61311542366
1895,144274.71431450258
1896,121433.06283538778
1897,112040.19176853828
1898,106165.60939920021
1899,120791.38961584163
1900,156189.98524673982
1901,162853.0309324429
1902,128444.11582987788
1903,219926.00457090477
1904,136611.3738092724
1905,179634.80599471278
1906,151177.49086255862
1907,188419.3825254797
1908,110700.41182041333
1909,129719.16617681859
1910,122023.26367916245
1911,192878.71461154154
1912,274418.95874511014
1913,126376.76954905108
1914,73362.38895701407
1915,272444.1372647299
1916,66026.78375627621
1917,253260.5227704888
1918,134660.84718708205
1919,157963.65609059174
1920,148597.08461196467
1921,403681.17762888107
1922,312304.397420352
1923,193230.8354907087
1924,247003.1530420125
1925,221867.9247259472
1926,378409.9251091175
1927,139098.6656853371
1928,165532.78266929588
1929,123172.81810187761
1930,126873.40496552992
1931,140297.2732157959
1932,128690.07681204363
1933,172448.42781630787
1934,184236.87164409304
1935,175909.21941737586
1936,187754.8476828579
1937,184088.3038299582
1938,164331.0941376546
1939,256827.77256605396
1940,191272.163916199
1941,176844.78397495067
1942,184475.8234511299
1943,196816.5881730612
1944,305588.39890827076
1945,358374.68333901855
1946,155863.4352960138
1947,275706.21161860065
1948,168498.46500320785
1949,252456.77276342624
1950,182162.0563815676
1951,265047.72610061005
1952,249738.3934087936
1953,162620.4130182869
1954,205116.35179228263
1955,131447.53194734323
1956,281512.5566547603
1957,163831.9392445612
1958,313409.71724593756
1959,133443.84857085216
1960,113906.58940261212
1961,119056.50212808429
1962,92325.83839401082
1963,98153.3916604516
1964,110576.35274840979
1965,155409.18272534292
1966,165473.6220485605
1967,290459.8352429183
1968,377490.43776270375
1969,378038.5780414933
1970,410753.49312833126
1971,421077.46294944244
1972,355915.0665197645
1973,262035.8912571915
1974,307194.9326982444
1975,427373.5382378581
1976,278599.83728024445
1977,343573.5030686826
1978,336096.76491924434
1979,320170.30867187533
1980,197642.9211785958
1981,327998.9838100033
1982,216146.93514032857
1983,205562.00634272472
1984,161262.97471724453
1985,214151.72616058466
1986,221964.11357259259
1987,188144.9319135041
1988,178118.04009510422
1989,190374.2152456373
1990,225798.61959395948
1991,212187.08819123992
1992,206881.86825238445
1993,172834.60764790804
1994,247698.83878369353
1995,185162.8970006823
1996,256116.29748224726
1997,334221.33811626106
1998,355973.74471979856
1999,254054.02923516562
2000,301116.65681107243
2001,288822.54100497987
2002,239262.45253099772
2003,255651.38026588224
2004,256123.29939446872
2005,208057.88795353996
2006,221635.18649555798
2007,248295.49148478685
2008,204779.81912796674
2009,186500.82719116178
2010,191353.3191275621
2011,144471.70811604348
2012,176817.37610435594
2013,180611.85098107235
2014,186327.11220871456
2015,188383.62596509437
2016,189560.18603500724
2017,201893.99243087374
2018,127849.7258445864
2019,131796.1621938983
2020,120730.06111395068
2021,114581.05399539205
2022,179264.32840976492
2023,150990.32087615127
2024,210134.35306641547
2025,318301.9228157988
2026,182804.59830677655
2027,143142.2112679732
2028,153661.28178909706
2029,168622.7111267912
2030,259859.87864746293
2031,215458.050131433
2032,217957.84958656997
2033,247275.22064583452
2034,164383.61797438806
2035,210076.72114116768
2036,181680.05109026917
2037,181381.87521142
2038,291775.98214485956
2039,202180.74116465452
2040,375641.35020564497
2041,243743.82677573728
2042,206225.49140928435
2043,168954.06048248213
2044,172536.0441787854
2045,245016.4941404551
2046,134896.14778788213
2047,147205.09434507595
2048,134874.30216961273
2049,133943.82528665927
2050,175542.314948141
2051,104846.11629659974
2052,139635.97152348654
2053,143090.7678218452
2054,80109.46607861156
2055,156720.20935124136
2056,132228.39768055326
2057,127678.84523197336
2058,195595.0955006191
2059,121405.06193206899
2060,154578.0522232841
2061,179757.39036630653
2062,139245.26781764848
2063,110156.23767747055
2064,136417.54730295914
2065,123350.48896067958
2066,167523.5756402529
2067,124634.99231959201
2068,134055.58136326273
2069,89286.5015459066
2070,112108.40561461028
2071,95151.30916881791
2072,138791.0662267139
2073,136577.51107388097
2074,182614.73286881958
2075,144754.00900735002
2076,120473.35366865408
2077,148274.19012327734
2078,130499.01512285107
2079,131307.2593425491
2080,116611.23394013476
2081,123589.849224129
2082,130827.36139788802
2083,143884.01090647635
2084,111403.968721054
2085,133670.28322654645
2086,117689.43708608212
2087,126784.35138253387
2088,115726.61889325436
2089,91175.21343716572
2090,135906.88706866113
2091,124591.30699084965
2092,130790.87539748174
2093,135463.73282433712
2094,151425.58893133246
2095,148768.5215152772
2096,88143.73411526643
2097,98680.5689397042
2098,146762.97457109694
2099,73200.08327873277
2100,110054.95114697907
2101,119302.63404646891
2102,145401.87700293915
2103,104687.94732263833
2104,129796.89762384017
2105,128785.88552212714
2106,71356.10326359968
2107,224305.56457393954
2108,122964.27615684771
2109,117662.18085167477
2110,119643.21791790835
2111,169674.15416221877
2112,135161.7841312713
2113,117397.7435417862
2114,110539.35866221356
2115,144922.95730565645
2116,107794.07673757778
2117,146112.79538532876
2118,119303.67336139189
2119,110550.66755895218
2120,112411.78691575477
2121,111113.09586101279
2122,99013.36940291536
2123,92759.79373447335
2124,182802.25459358984
2125,126649.5782064217
2126,143169.51851397703
2127,148293.47627627276
2128,126042.87288048693
2129,98880.03631297329
2130,136044.54237788275
2131,148845.0352970386
2132,114292.50097472717
2133,112777.32523247458
2134,116871.22220193877
2135,106278.05980171174
2136,77403.8398749842
2137,116122.94066014487
2138,137638.21105232355
2139,148772.5116069676
2140,132600.180102806
2141,134971.24056248245
2142,134471.88150097692
2143,142473.14141439047
2144,113204.38569027475
2145,134951.41053497404
2146,146925.54319410902
2147,164356.33113197755
2148,127364.66963045641
2149,133578.71152616426
2150,235432.65094624582
2151,152781.24085218128
2152,170753.67404350475
2153,158421.89277693248
2154,112208.06897142556
2155,127243.08403387801
2156,209951.43295588833
2157,248800.58725837423
2158,245012.30303979624
2159,206714.24061251277
2160,178136.6786472184
2161,257310.74377870272
2162,432083.98769997637
2163,319926.7136429926
2164,248386.90179229106
2165,179682.04839515215
2166,144408.7584660968
2167,211119.2712865619
2168,205188.12983913018
2169,193971.13865994138
2170,220678.47114586638
2171,146156.0203517812
2172,138081.2035420999
2173,150527.97521654126
2174,252701.5994441727
2175,306657.8098404303
2176,321011.0577122784
2177,263806.13240559807
2178,210671.91601666744
2179,144521.78667000408
2180,168706.77750963508
2181,192712.375988568
2182,221790.06436428195
2183,194932.98647191207
2184,138542.66733276856
2185,126354.32257771169
2186,144251.69935920695
2187,144902.2226340277
2188,161208.22183893505
2189,178667.10281754125
2190,82440.98393976179
2191,88272.5990856272
2192,98839.31420268724
2193,96954.95551473311
2194,108051.89314538092
2195,114639.38088325529
2196,109117.25129421274
2197,110580.75413216455
2198,170955.39839026803
2199,159731.73703468347
2200,128052.13789727647
2201,128056.27073235829
2202,182296.76260285155
2203,157680.72112063327
2204,171988.64795200198
2205,116729.06838877947
2206,127414.69037117432
2207,220375.26637845935
2208,235926.55363377556
2209,192868.61937278786
2210,114288.86892819582
2211,112027.39942268029
2212,109434.10821910483
2213,106436.62390820512
2214,139104.08855074647
2215,104865.53777890463
2216,144096.33310133644
2217,74590.62640831579
2218,98863.22359208397
2219,86461.87562411526
2220,74510.01244488923
2221,272151.7214476165
2222,263077.851381683
2223,302684.4659039254
2224,234775.7416166331
2225,132885.62230026754
2226,177873.94844017434
2227,192474.43607398402
2228,277082.2787198554
2229,225470.3995725811
2230,152395.20396375871
2231,224807.69193561413
2232,174837.24282606234
2233,177970.34849626722
2234,219573.4105470599
2235,194699.88826042082
2236,251264.69003164826
2237,354739.7189826351
2238,217051.03635791544
2239,136212.70743570983
2240,153149.9856309102
2241,140857.1553405563
2242,138269.73142250662
2243,131475.2661995104
2244,96242.28666800616
2245,92716.57087103858
2246,144987.69608000378
2247,101814.67336008567
2248,125176.54211938733
2249,127266.02786509953
2250,136459.0306011305
2251,114978.40370393926
2252,178733.63955442212
2253,161771.6740784663
2254,178664.4079293048
2255,193063.65206424892
2256,178894.65664026767
2257,190427.0867521724
2258,174967.7130859678
2259,178106.75366575998
2260,154186.01894792257
2261,187691.37593769238
2262,200895.9744576244
2263,318117.25473362784
2264,424075.4689751604
2265,168020.92444581958
2266,262800.1169473045
2267,337091.36032494245
2268,361838.39704705065
2269,160953.90640435286
2270,181997.96960554906
2271,259933.42909416204
2272,201605.94513207712
2273,159094.4924454081
2274,177660.78927754518
2275,164469.0342178102
2276,185101.8195593482
2277,184757.76521140535
2278,148366.6219500268
2279,121941.95777212614
2280,120338.05729893885
2281,169935.53767263086
2282,173694.89924030573
2283,96813.03036453933
2284,105085.84997236132
2285,162129.32713335103
2286,130582.58915607631
2287,335325.65042290394
2288,288834.9272362634
2289,371197.64296462503
2290,406276.3808406391
2291,302697.83547671925
2292,396853.3304306318
2293,448573.6135561302
2294,391159.16248130455
2295,437077.933818478
2296,259558.85230123164
2297,296711.4975962195
2298,306841.21702987957
2299,362913.5980583206
2300,321354.17671585147
2301,284859.9989976671
2302,245554.24475910162
2303,239845.56960259486
2304,240627.5212455836
2305,180209.54965130615
2306,180672.96823889215
2307,181484.1225092592
2308,220223.78969104958
2309,266488.5269337451
2310,203928.02215849468
2311,201382.73200656433
2312,166279.2702751906
2313,173984.74859289167
2314,177585.03715083926
2315,174143.41780181671
2316,187721.3430480119
2317,179703.42421166133
2318,172506.32480198547
2319,178974.57203792973
2320,176621.12616962846
2321,227842.1327738812
2322,169243.34026188398
2323,188319.65159034188
2324,173539.34208690733
2325,221791.13986706047
2326,172249.68297847526
2327,221723.13873163692
2328,226395.748903335
2329,182977.86145204236
2330,178317.47352770373
2331,346281.12860163255
2332,393206.81618266454
2333,292135.50237811997
2334,257849.5304695039
2335,257445.03305422983
2336,332875.90222136263
2337,201611.60823680184
2338,271349.772435519
2339,226880.06632438372
2340,379006.54056084796
2341,221445.73608019843
2342,228569.08890531803
2343,228620.58982258724
2344,240362.67049976552
2345,244317.782263444
2346,205039.9885113392
2347,197023.88252773974
2348,220306.65568096505
2349,150830.13224737835
2350,282207.8370404992
2351,245189.06541814492
2352,243700.5181746296
2353,194775.61092411948
2354,135280.1040380051
2355,168763.39273592358
2356,152240.68681758633
2357,197435.76414109019
2358,194379.1203469839
2359,120574.52081798867
2360,120086.31838539088
2361,135774.37681639838
2362,267047.5318720443
2363,139551.12616661875
2364,153175.68730163598
2365,211572.93023033492
2366,185908.15912246457
2367,230980.52980420185
2368,207034.15143092908
2369,230358.78716667625
2370,165303.28821818746
2371,168064.07233626916
2372,172023.9779742572
2373,233727.9797426956
2374,284768.17024648294
2375,248139.23793490606
2376,274173.7972958785
2377,324881.52993601735
2378,136763.18883406077
2379,199245.76798636452
2380,146294.04318931428
2381,164267.92882466892
2382,183239.78494378756
2383,219132.34498068105
2384,234335.20712423522
2385,149255.40236540482
2386,139792.28455142034
2387,135735.52514114295
2388,99912.34707329917
2389,126690.36894497427
2390,138539.89945207362
2391,131186.81467166817
2392,112217.3906136197
2393,169331.442505499
2394,144305.38009344885
2395,189710.96256622535
2396,144622.69367144542
2397,201666.01230335602
2398,121959.0958436026
2399,64118.14552535122
2400,67724.05520780833
2401,116482.36531516984
2402,135852.3433424724
2403,129008.64007462849
2404,141835.27759593123
2405,159651.61526553586
2406,135687.4275436829
2407,128699.22131116221
2408,138083.0215829393
2409,137334.3969460638
2410,167952.41698993018
2411,119857.01655096484
2412,161103.25181332778
2413,139435.3564237823
2414,130570.79292943829
2415,128591.54381500147
2416,124888.70299910454
2417,127201.77033114545
2418,125633.98903326174
2419,129663.21595682768
2420,123835.84256755433
2421,147877.73723776528
2422,120762.0037694283
2423,124304.64973178468
2424,152402.5200473835
2425,147839.2241376741
2426,122607.05691460398
2427,136362.62680452375
2428,177193.89297395584
2429,117243.40100547814
2430,128122.17686273968
2431,110210.66132710851
2432,135011.14192035235
2433,141484.78401630963
2434,145442.5453006964
2435,151338.9548018154
2436,103664.76319500743
2437,104355.17381384144
2438,115462.7610858875
2439,112167.20281632885
2440,120755.58220495335
2441,99217.25773399876
2442,107733.90531558872
2443,113388.4391239898
2444,119295.03812666114
2445,93044.81422669877
2446,121869.46832551876
2447,202481.3771842756
2448,134711.23573289628
2449,107713.81927068564
2450,147298.6243319472
2451,126646.113898917
2452,225879.40536464204
2453,100139.93113031809
2454,128655.07738635532
2455,110522.32883066498
2456,132613.05765975546
2457,118273.52376723525
2458,110134.1872077262
2459,109828.65374035003
2460,137261.98328175966
2461,118957.59536409723
2462,134642.89176866703
2463,114855.18960527187
2464,146383.40581147655
2465,128748.10629750394
2466,117057.63779605547
2467,165773.39030272613
2468,93766.70432409506
2469,87806.4736065193
2470,163823.52495522823
2471,191703.90346203998
2472,163391.02763295593
2473,121874.1394033714
2474,103404.05728723787
2475,245422.19400345435
2476,115079.11145347529
2477,129282.02799422391
2478,158843.53442753415
2479,110873.03148984682
2480,138033.8534972601
2481,119873.13789524497
2482,134586.33289185917
2483,114585.38149976898
2484,120037.85055809164
2485,126285.41084783858
2486,151271.15233910456
2487,169992.89411344734
2488,169269.72562421634
2489,148554.7390683483
2490,149895.23996309633
2491,91615.62264311149
2492,172320.59144848835
2493,145351.47264011906
2494,164625.27041953697
2495,99056.20469399187
2496,192812.76891988204
2497,145128.80796096413
2498,117202.62257856183
2499,93808.79646830377
2500,127963.95087687249
2501,134260.47941208733
2502,142341.4074119562
2503,102750.71612518371
2504,168598.60339180144
2505,214414.69455961295
2506,271129.7365300128
2507,315201.18342010817
2508,269560.08611465263
2509,224967.18787643046
2510,232279.9217949864
2511,186588.03637849021
2512,218372.71016735985
2513,219414.38074182114
2514,211052.96091150894
2515,149977.56494911938
2516,160066.14337347297
2517,135510.05826964404
2518,146682.20317801172
2519,220118.44437958498
2520,205362.88688922563
2521,198301.64136754314
2522,217489.19885495902
2523,129518.05426111311
2524,137522.23055889242
2525,139750.63409197284
2526,141290.59617568657
2527,114027.89846006146
2528,125873.56059300127
2529,130478.62916390925
2530,112829.82702838503
2531,252792.99436425712
2532,233172.75337186514
2533,206392.66381298797
2534,236955.10536265487
2535,277928.0106420282
2536,227593.07796974943
2537,216734.1270998497
2538,192366.13862922194
2539,188318.83544614067
2540,169555.29576958256
2541,184029.60204726167
2542,157072.82744729126
2543,127813.60364455468
2544,128281.77530158551
2545,132044.71791531413
2546,146609.13265744562
2547,134252.99949886458
2548,144395.16854242215
2549,160190.71729669956
2550,295761.9890818768
2551,137307.6386403096
2552,120017.5128930461
2553,84068.24707037688
2554,113263.2299785648
2555,104324.6141849014
2556,101546.05747938741
2557,116751.69791525218
2558,145460.3126944778
2559,133557.0427565497
2560,127471.68726237817
2561,153107.79490203547
2562,128232.46369871663
2563,143394.78581712395
2564,168781.6630730636
2565,121397.12501619683
2566,144414.61096819866
2567,131249.35755648612
2568,177277.27843463904
2569,196333.14915759856
2570,113335.13169239927
2571,158112.08161760416
2572,178510.88443055033
2573,252214.79429997999
2574,260781.9945210459
2575,122946.96484606103
2576,128583.76837075713
2577,151175.9616471756
2578,99026.86468499165
2579,76184.49416082537
2580,127120.53958342195
2581,131888.28382464242
2582,113483.30362307315
2583,258652.6567899867
2584,159767.3366635733
2585,174530.41922405933
2586,209980.39928384227
2587,206549.27017420562
2588,165034.8090824482
2589,142271.98093196066
2590,231171.19346670897
2591,187680.6047698644
2592,226412.8730261106
2593,238209.39765178104
2594,176995.0577047465
2595,191546.11435032389
2596,336214.77045389224
2597,174417.11575293756
2598,272820.02225245524
2599,308154.5288993562
2600,133394.82968647554
2601,135186.56152187026
2602,86118.36465533648
2603,90207.5234060603
2604,85694.95843539282
2605,84471.89401705327
2606,144760.80520076005
2607,180300.0374426978
2608,195679.96499950354
2609,160040.7373556844
2610,113433.19572354536
2611,144229.76834987235
2612,150397.06457427563
2613,125408.79190525021
2614,120975.3948657024
2615,151182.6392505003
2616,139124.80124119052
2617,172655.47764926526
2618,182475.68681637637
2619,232100.60698924022
2620,185835.14429928106
2621,183972.66254821751
2622,187045.56428670808
2623,240153.05230829032
2624,298632.4469884278
2625,294956.26841778035
2626,157302.63888684812
2627,178541.77323774432
2628,430934.09340912395
2629,451902.5214701273
2630,341182.32982767
2631,437233.7009802138
2632,366891.4476732233
2633,279408.3920961904
2634,381844.2181927633
2635,149443.95273814304
2636,201000.60246756123
2637,175031.65794100202
2638,254791.2890085385
2639,180794.90711174003
2640,149271.531609584
2641,105776.54034157812
2642,180075.82901719058
2643,100588.83052856028
2644,134231.61635422424
2645,94167.95793808767
2646,91438.98852690546
2647,97762.39935950426
2648,134446.1004633664
2649,144692.9758305085
2650,162522.8389053847
2651,156112.95180470732
2652,411321.2996917039
2653,244706.4628209037
2654,253873.54595428138
2655,361591.8812050588
2656,330622.2132881166
2657,295491.0559379076
2658,273538.9278259261
2659,288978.63645419845
2660,311833.6100509407
2661,334521.80711532815
2662,341191.615640348
2663,265687.12427903875
2664,259770.61601116305
2665,314894.4201618333
2666,271711.9289264705
2667,169369.50714221736
2668,182390.4793955264
2669,171792.55599005823
2670,274942.6742353325
2671,183849.54100478784
2672,181745.458608287
2673,202505.36445088562
2674,199863.38918799922
2675,179017.9894217984
2676,187501.05407430488
2677,200483.83534218447
2678,266960.9048556258
2679,275326.89895883924
2680,282094.21084566263
2681,394220.1580930088
2682,323847.87074789207
2683,516244.92617910285
2684,308150.1153274983
2685,342370.54079264257
2686,263025.69056852674
2687,296129.0329461351
2688,227072.2240748522
2689,196669.445339545
2690,452051.4423110569
2691,183145.12631120434
2692,142950.25590002674
2693,194677.34049286874
2694,137785.92296846298
2695,194368.23363072402
2696,186318.91863478025
2697,185227.65241866888
2698,196815.0786776685
2699,168917.4493131837
2700,159198.48012398026
2701,155740.49678285298
2702,113923.91694751443
2703,132611.84496644724
2704,139243.69274235753
2705,130426.36078716646
2706,116648.11610656822
2707,122342.49854909231
2708,136750.23197200827
2709,117003.28663179348
2710,120864.26611697931
2711,285816.5521577266
2712,370347.7480681656
2713,183168.94801838536
2714,148968.13545299627
2715,167584.3093294588
2716,170830.72414563427
2717,188619.78964773417
2718,233510.7516383216
2719,155553.0567770291
2720,175268.7077799496
2721,142644.99373070276
2722,155408.763320525
2723,142557.33300085372
2724,129753.15666637693
2725,135067.44191878807
2726,146020.3650243091
2727,160659.90883965543
2728,167100.56167083813
2729,152838.44309924255
2730,147542.77738974657
2731,115129.86754658552
2732,118577.55781666134
2733,155764.94140039012
2734,141683.0376561994
